,vacancy_id
8678,131510319
8679,131463157
8682,131482656
8683,131259805
8684,131261019
8685,131137020
8686,128880394
8687,131210695
8688,131192929
8689,131426256
8690,131350830
8691,126852879
8693,130601017
8694,131314522
8695,131431336
8696,129609435
8697,131141301
8698,123149461
8699,131201448
8700,130316117
8702,131075657
8703,131201873
8705,120855552
8706,123528201
8708,128840817
8709,129416108
8711,130964525
8712,130951656
8713,131032338
8714,131029581
8715,124768153
8717,130412755
8718,127843549
8719,130871064
8721,131654419
8722,131671780
8723,131522450
8726,131460125
8731,131341799
8739,131274317
8745,131098208
8748,131460871
8765,131777567
8766,131607371
8780,131175405
8786,130541775
8813,130231761
8820,131709589
8839,131703839
8844,128141131
8857,131350494
8865,131640460
8867,131741395
8872,131713135
8882,130924322
8888,97874737
8891,129670445
8892,130836875
8897,131636279
8903,131674179
8907,130739598
8912,130150702
8921,130792403
8937,131422138
8942,131620343
8984,130806910
8987,130925458
8996,130796398
9001,130621369
9004,131396637
9005,130841800
9022,131352302
9025,131337994
9034,131422556
9059,131438193
9060,131438169
9092,131173214
9101,131357331
9107,131345799
9122,129317220
9125,131075310
9138,130246153
9150,131099818
9154,131214067
9157,130972962
9166,127943076
9170,131267638
9171,131100359
9176,131024024
9187,129589216
9201,131094918
9210,131780534
9216,130959086
9271,131489706
9327,131373322
9334,131701075
9363,129269951
9368,131711939
9369,129977151
9376,130976268
9377,130735768
9389,130736078
9394,131251468
9395,131377965
9409,131691032
9420,131678457
9431,131663710
9441,131623074
9455,129710685
9498,131600682
9500,130921898
9518,129869217
9531,131575477
9541,131593592
9549,131597267
9554,130182466
9555,130182439
9556,130182440
9557,130182441
9558,130182442
9559,130182443
9560,130182444
9561,130182445
9562,130173794
9581,123436284
9589,131603398
9594,131570804
9604,131544527
9622,131471783
9625,131360086
9626,130941729
9634,131330168
9654,131390820
9658,130633645
9663,128561609
9669,131247352
9673,131383943
9683,131278456
9688,129717186
9715,131129620
9730,131317657
9734,131336639
9758,131159424
9761,131358319
9769,129976553
9796,131193656
9815,130109818
9823,131019804
9826,131131931
9844,131076497
9848,130500737
9859,130960124
9869,130975736
9870,130981068
9904,131772504
9935,130560265
9956,130235149
10065,131651748
10132,131626753
10178,131494049
10180,130758326
10196,131698935
10260,131534166
10263,131396846
10270,131429969
10272,131430010
10290,131430062
10370,126817489
10385,126505914
10386,126505915
10399,131187533
10472,131035182
10609,130601518
10639,131732721
10694,131699726
10704,131126033
10706,130930697
10737,131006594
10771,131663407
10773,130908740
10787,131057418
10804,131626751
10972,131393648
10987,130487613
11030,130443458
11034,131353464
11121,128875011
11122,128974247
11130,129582908
11144,130209272
11155,130631675
11167,130891219
11168,130957419
11199,131050477
11209,131116195
11289,131126104
11292,131351181
11293,131115534
11320,131769058
11321,131775517
11340,129945040
11368,131391577
